Clock_Round,Service_Area,Bidder,bid_decision,No. of Blocks Selected,prov_win_bid,Provisionally Allocated Blocks at end of Clock Round,prov_rank
13,Mumbai,Telewings,Not Bid,0,-,-,-
13,Mumbai,Videocon,Not Bid,0,-,-,-
13,Mumbai,Vodafone,Not Bid,0,-,-,-
13,North East,Bharti,Not Bid,0,-,-,-
13,North East,Idea,Not Bid,0,8.84,4,1
13,North East,Telewings,Not Bid,0,-,-,-
13,North East,Videocon,Not Bid,0,-,-,-
13,North East,Vodafone,Not Bid,0,8.84,2,2
13,Orissa,Bharti,Not Bid,0,-,-,-
13,Orissa,Idea,Not Bid,0,20.27,4,1
13,Orissa,Telewings,Not Bid,0,-,-,-
13,Orissa,Videocon,Not Bid,0,-,-,-
13,Orissa,Vodafone,Not Bid,0,20.27,2,2
13,Punjab,Bharti,Not Bid,0,-,-,-
13,Punjab,Idea,Not Bid,0,-,-,-
13,Punjab,Telewings,Not Bid,0,-,-,-
13,Punjab,Videocon,Not Bid,0,-,-,-
13,Punjab,Vodafone,Not Bid,0,67.28,1,1
13,Rajasthan,Bharti,Not Bid,0,-,-,-
13,Rajasthan,Idea,Not Bid,0,-,-,-
13,Rajasthan,Telewings,Not Bid,0,-,-,-
13,Rajasthan,Videocon,Not Bid,0,-,-,-
13,Rajasthan,Vodafone,Not Bid,0,-,-,-
13,Tamil Nadu,Bharti,Not Bid,0,-,-,-
13,Tamil Nadu,Idea,Not Bid,0,306.09,4,1
13,Tamil Nadu,Telewings,Not Bid,0,-,-,-
13,Tamil Nadu,Videocon,Not Bid,0,-,-,-
13,Tamil Nadu,Vodafone,Not Bid,0,-,-,-
13,Uttar Pradesh (East),Bharti,Not Bid,0,-,-,-
13,Uttar Pradesh (East),Idea,Not Bid,0,-,-,-
13,Uttar Pradesh (East),Telewings,Not Bid,0,76.17,4,2
13,Uttar Pradesh (East),Videocon,Not Bid,0,76.17,4,3
13,Uttar Pradesh (East),Vodafone,Not Bid,0,76.93,1,1
13,Uttar Pradesh (West),Bharti,Not Bid,0,-,-,-
13,Uttar Pradesh (West),Idea,Not Bid,0,-,-,-
13,Uttar Pradesh (West),Telewings,Not Bid,0,107.41,4,3
13,Uttar Pradesh (West),Videocon,Not Bid,0,107.41,4,2
13,Uttar Pradesh (West),Vodafone,Not Bid,0,107.41,2,1
13,West Bengal,Bharti,Not Bid,0,-,-,-
13,West Bengal,Idea,Bid,5,25.84,5,1
13,West Bengal,Telewings,Not Bid,0,-,-,-
13,West Bengal,Videocon,Not Bid,0,-,-,-
13,West Bengal,Vodafone,Not Bid,0,25.84,2,2
14,Andhra Pradesh,Bharti,Not Bid,0,-,-,-
14,Andhra Pradesh,Idea,Not Bid,0,-,-,-
14,Andhra Pradesh,Telewings,Not Bid,0,286.91,4,1
14,Andhra Pradesh,Videocon,Not Bid,0,-,-,-
14,Andhra Pradesh,Vodafone,Not Bid,0,-,-,-
14,Assam,Bharti,Not Bid,0,8.67,1,1
14,Assam,Idea,Not Bid,0,8.67,4,2
14,Assam,Telewings,Not Bid,0,-,-,-
14,Assam,Videocon,Not Bid,0,-,-,-
14,Assam,Vodafone,Not Bid,0,8.67,2,3
14,Bihar,Bharti,Not Bid,0,-,-,-
14,Bihar,Idea,Not Bid,0,47.35,1,1
14,Bihar,Telewings,Not Bid,0,46.43,4,4
14,Bihar,Videocon,Not Bid,0,46.43,4,2
14,Bihar,Vodafone,Not Bid,0,46.43,2,3
14,Delhi,Bharti,Not Bid,0,-,-,-
14,Delhi,Idea,Not Bid,0,-,-,-
14,Delhi,Telewings,Not Bid,0,-,-,-
14,Delhi,Videocon,Not Bid,0,-,-,-
14,Delhi,Vodafone,Not Bid,0,-,-,-
14,Gujarat,Bharti,Not Bid,0,-,-,-
14,Gujarat,Idea,Not Bid,0,-,-,-
14,Gujarat,Telewings,Not Bid,0,224.84,4,1
14,Gujarat,Videocon,Not Bid,0,224.84,4,2
14,Gujarat,Vodafone,Not Bid,0,-,-,-
14,Haryana,Bharti,Not Bid,0,-,-,-
14,Haryana,Idea,Not Bid,0,-,-,-
14,Haryana,Telewings,Not Bid,0,-,-,-
14,Haryana,Videocon,Not Bid,0,46.52,4,1
14,Haryana,Vodafone,Not Bid,0,46.52,2,2
14,Himachal Pradesh,Bharti,Not Bid,0,-,-,-
14,Himachal Pradesh,Idea,Not Bid,0,-,-,-
14,Himachal Pradesh,Telewings,Not Bid,0,-,-,-
14,Himachal Pradesh,Videocon,Not Bid,0,-,-,-
14,Himachal Pradesh,Vodafone,Not Bid,0,7.78,1,1
14,Jammu & Kashmir,Bharti,Not Bid,0,-,-,-
14,Jammu & Kashmir,Idea,Not Bid,0,6.33,4,2
14,Jammu & Kashmir,Telewings,Not Bid,0,-,-,-
14,Jammu & Kashmir,Videocon,Not Bid,0,-,-,-
14,Jammu & Kashmir,Vodafone,Not Bid,0,6.33,2,1
14,Karnataka,Bharti,Not Bid,0,-,-,-
14,Karnataka,Idea,Not Bid,0,-,-,-
14,Karnataka,Telewings,Not Bid,0,-,-,-
14,Karnataka,Videocon,Not Bid,0,-,-,-
14,Karnataka,Vodafone,Not Bid,0,-,-,-
14,Kerala,Bharti,Not Bid,0,-,-,-
14,Kerala,Idea,Not Bid,0,-,-,-
14,Kerala,Telewings,Not Bid,0,-,-,-
14,Kerala,Videocon,Not Bid,0,-,-,-
14,Kerala,Vodafone,Not Bid,0,65.3,1,1
14,Kolkata,Bharti,Not Bid,0,-,-,-
14,Kolkata,Idea,Not Bid,0,113.72,4,1
14,Kolkata,Telewings,Not Bid,0,-,-,-
14,Kolkata,Videocon,Not Bid,0,-,-,-
14,Kolkata,Vodafone,Not Bid,0,-,-,-
14,Madhya Pradesh,Bharti,Not Bid,0,-,-,-
14,Madhya Pradesh,Idea,Not Bid,0,-,-,-
14,Madhya Pradesh,Telewings,Not Bid,0,-,-,-
14,Madhya Pradesh,Videocon,Not Bid,0,53.99,4,1
14,Madhya Pradesh,Vodafone,Not Bid,0,53.99,2,2
14,Maharashtra,Bharti,Not Bid,0,-,-,-
14,Maharashtra,Idea,Not Bid,0,-,-,-
14,Maharashtra,Telewings,Not Bid,0,262.81,4,1
14,Maharashtra,Videocon,Not Bid,0,-,-,-
14,Maharashtra,Vodafone,Not Bid,0,262.81,1,2
14,Mumbai,Bharti,Not Bid,0,-,-,-
14,Mumbai,Idea,Not Bid,0,-,-,-
14,Mumbai,Telewings,Not Bid,0,-,-,-
14,Mumbai,Videocon,Not Bid,0,-,-,-
14,Mumbai,Vodafone,Not Bid,0,-,-,-
14,North East,Bharti,Not Bid,0,-,-,-
14,North East,Idea,Not Bid,0,8.84,4,1
14,North East,Telewings,Not Bid,0,-,-,-
14,North East,Videocon,Not Bid,0,-,-,-
14,North East,Vodafone,Not Bid,0,8.84,2,2
14,Orissa,Bharti,Not Bid,0,-,-,-
14,Orissa,Idea,Not Bid,0,20.27,4,1
14,Orissa,Telewings,Not Bid,0,-,-,-
14,Orissa,Videocon,Not Bid,0,-,-,-
14,Orissa,Vodafone,Not Bid,0,20.27,2,2
14,Punjab,Bharti,Not Bid,0,-,-,-
14,Punjab,Idea,Not Bid,0,-,-,-
14,Punjab,Telewings,Not Bid,0,-,-,-
14,Punjab,Videocon,Not Bid,0,-,-,-
14,Punjab,Vodafone,Not Bid,0,67.28,1,1
14,Rajasthan,Bharti,Not Bid,0,-,-,-
14,Rajasthan,Idea,Not Bid,0,-,-,-
14,Rajasthan,Telewings,Not Bid,0,-,-,-
14,Rajasthan,Videocon,Not Bid,0,-,-,-
14,Rajasthan,Vodafone,Not Bid,0,-,-,-
14,Tamil Nadu,Bharti,Not Bid,0,-,-,-
14,Tamil Nadu,Idea,Not Bid,0,306.09,4,1
14,Tamil Nadu,Telewings,Not Bid,0,-,-,-
14,Tamil Nadu,Videocon,Not Bid,0,-,-,-
14,Tamil Nadu,Vodafone,Not Bid,0,-,-,-
14,Uttar Pradesh (East),Bharti,Not Bid,0,-,-,-
14,Uttar Pradesh (East),Idea,Not Bid,0,-,-,-
14,Uttar Pradesh (East),Telewings,Not Bid,0,76.17,4,2
14,Uttar Pradesh (East),Videocon,Not Bid,0,76.17,4,3
14,Uttar Pradesh (East),Vodafone,Not Bid,0,76.93,1,1
14,Uttar Pradesh (West),Bharti,Not Bid,0,-,-,-
14,Uttar Pradesh (West),Idea,Not Bid,0,-,-,-
14,Uttar Pradesh (West),Telewings,Not Bid,0,107.41,4,3
14,Uttar Pradesh (West),Videocon,Not Bid,0,107.41,4,2
14,Uttar Pradesh (West),Vodafone,Not Bid,0,107.41,2,1
14,West Bengal,Bharti,Not Bid,0,-,-,-
14,West Bengal,Idea,Not Bid,0,25.84,5,1
14,West Bengal,Telewings,Not Bid,0,-,-,-
14,West Bengal,Videocon,Not Bid,0,-,-,-
14,West Bengal,Vodafone,Not Bid,0,25.84,2,2
