Clock_Round,Service_Area,Bidder,bid_decision,prov_win_bid,prov_rank
2,Kolkata,Augere,No Bid,-,-
2,Maharashtra,Augere,No Bid,-,-
2,Gujarat,Augere,No Bid,-,-
2,Andhra Pradesh,Augere,No Bid,-,-
2,Karnataka,Augere,No Bid,-,-
2,Tamil Nadu,Augere,No Bid,-,-
2,Kerala,Augere,No Bid,-,-
2,Punjab,Augere,No Bid,-,-
2,Haryana,Augere,No Bid,-,-
2,Uttar Pradesh (East),Augere,No Bid,-,-
2,Uttar Pradesh (West),Augere,No Bid,-,-
2,Rajasthan,Augere,No Bid,-,-
2,Madhya Pradesh,Augere,No Bid,-,-
2,West Bengal,Augere,No Bid,-,-
2,Himachal Pradesh,Augere,No Bid,-,-
2,Bihar,Augere,No Bid,15,2
2,Orissa,Augere,No Bid,15,2
2,Assam,Augere,No Bid,-,-
2,North East,Augere,No Bid,-,-
2,Jammu & Kashmir,Augere,No Bid,-,-
2,Delhi,Bharti,No Bid,-,-
2,Mumbai,Bharti,No Bid,-,-
2,Kolkata,Bharti,Bid,66,2
2,Maharashtra,Bharti,Bid,176,2
2,Gujarat,Bharti,Bid,176,2
2,Andhra Pradesh,Bharti,Bid,176,2
2,Karnataka,Bharti,Bid,176,2
2,Tamil Nadu,Bharti,Bid,176,2
2,Kerala,Bharti,Bid,66,2
2,Punjab,Bharti,No Bid,-,-
2,Haryana,Bharti,No Bid,-,-
2,Uttar Pradesh (East),Bharti,No Bid,-,-
2,Uttar Pradesh (West),Bharti,No Bid,-,-
2,Rajasthan,Bharti,No Bid,-,-
2,Madhya Pradesh,Bharti,No Bid,-,-
2,West Bengal,Bharti,No Bid,-,-
2,Himachal Pradesh,Bharti,No Bid,-,-
2,Bihar,Bharti,No Bid,-,-
2,Orissa,Bharti,No Bid,-,-
2,Assam,Bharti,No Bid,-,-
2,North East,Bharti,No Bid,-,-
2,Jammu & Kashmir,Bharti,No Bid,-,-
2,Delhi,Idea,Bid,-,-
2,Mumbai,Idea,Bid,-,-
2,Kolkata,Idea,Bid,-,-
2,Maharashtra,Idea,Bid,-,-
2,Gujarat,Idea,No Bid,-,-
2,Andhra Pradesh,Idea,Bid,-,-
2,Karnataka,Idea,Bid,-,-
2,Tamil Nadu,Idea,Bid,-,-
2,Kerala,Idea,Bid,-,-
2,Punjab,Idea,Bid,-,-
2,Haryana,Idea,No Bid,-,-
2,Uttar Pradesh (East),Idea,Bid,-,-
2,Uttar Pradesh (West),Idea,Bid,-,-
2,Rajasthan,Idea,No Bid,-,-
2,Madhya Pradesh,Idea,No Bid,-,-
2,West Bengal,Idea,No Bid,-,-
2,Himachal Pradesh,Idea,No Bid,-,-
2,Bihar,Idea,No Bid,-,-
2,Orissa,Idea,No Bid,-,-
2,Assam,Idea,No Bid,-,-
2,North East,Idea,No Bid,-,-
2,Jammu & Kashmir,Idea,No Bid,-,-
2,Delhi,Infotel,Bid,176,1
2,Mumbai,Infotel,Bid,176,1
2,Kolkata,Infotel,Bid,66,1
2,Maharashtra,Infotel,Bid,176,1
2,Gujarat,Infotel,Bid,176,1
2,Andhra Pradesh,Infotel,Bid,176,1
2,Karnataka,Infotel,Bid,176,1
2,Tamil Nadu,Infotel,Bid,176,1
2,Kerala,Infotel,Bid,66,1
2,Punjab,Infotel,Bid,66,1
2,Haryana,Infotel,-,60,1
2,Uttar Pradesh (East),Infotel,Bid,63,1
2,Uttar Pradesh (West),Infotel,Bid,63,1
2,Rajasthan,Infotel,-,60,1
2,Madhya Pradesh,Infotel,Bid,60.6,1
2,West Bengal,Infotel,Bid,60.6,1
2,Himachal Pradesh,Infotel,-,15,1
2,Bihar,Infotel,Bid,15.15,1
2,Orissa,Infotel,Bid,15.15,1
2,Assam,Infotel,-,15,1
2,North East,Infotel,-,15,1
2,Jammu & Kashmir,Infotel,-,15,1
2,Delhi,Qualcomm,Bid,-,-
2,Mumbai,Qualcomm,Bid,-,-
2,Kolkata,Qualcomm,Bid,-,-
2,Maharashtra,Qualcomm,Bid,-,-
2,Gujarat,Qualcomm,Bid,-,-
2,Andhra Pradesh,Qualcomm,Bid,-,-
2,Karnataka,Qualcomm,Bid,-,-
2,Tamil Nadu,Qualcomm,Bid,-,-
2,Kerala,Qualcomm,No Bid,-,-
2,Punjab,Qualcomm,No Bid,-,-
2,Haryana,Qualcomm,No Bid,-,-
2,Uttar Pradesh (East),Qualcomm,No Bid,-,-
2,Uttar Pradesh (West),Qualcomm,No Bid,-,-
2,Rajasthan,Qualcomm,No Bid,-,-
2,Madhya Pradesh,Qualcomm,No Bid,-,-
2,West Bengal,Qualcomm,No Bid,-,-
2,Himachal Pradesh,Qualcomm,No Bid,-,-
2,Bihar,Qualcomm,No Bid,-,-
2,Orissa,Qualcomm,No Bid,-,-
2,Assam,Qualcomm,No Bid,-,-
2,North East,Qualcomm,No Bid,-,-
2,Jammu & Kashmir,Qualcomm,No Bid,-,-
2,Delhi,Reliance,Bid,-,-
2,Mumbai,Reliance,Bid,-,-
2,Kolkata,Reliance,No Bid,-,-
2,Maharashtra,Reliance,Bid,-,-
2,Gujarat,Reliance,Bid,-,-
2,Andhra Pradesh,Reliance,Bid,-,-
2,Karnataka,Reliance,Bid,-,-
2,Tamil Nadu,Reliance,Bid,-,-
2,Kerala,Reliance,No Bid,-,-
2,Punjab,Reliance,No Bid,-,-
2,Haryana,Reliance,No Bid,-,-
2,Uttar Pradesh (East),Reliance,No Bid,-,-
2,Uttar Pradesh (West),Reliance,No Bid,-,-
2,Rajasthan,Reliance,No Bid,-,-
2,Madhya Pradesh,Reliance,No Bid,-,-
2,West Bengal,Reliance,No Bid,-,-
2,Himachal Pradesh,Reliance,No Bid,-,-
2,Bihar,Reliance,No Bid,-,-
2,Orissa,Reliance,No Bid,-,-
2,Assam,Reliance,No Bid,-,-
2,North East,Reliance,No Bid,-,-
2,Jammu & Kashmir,Reliance,No Bid,-,-
2,Delhi,Spice,Bid,-,-
2,Mumbai,Spice,Bid,-,-
2,Kolkata,Spice,No Bid,-,-
2,Maharashtra,Spice,No Bid,-,-
2,Gujarat,Spice,No Bid,-,-
2,Andhra Pradesh,Spice,No Bid,-,-
2,Karnataka,Spice,No Bid,-,-
2,Tamil Nadu,Spice,No Bid,-,-
2,Kerala,Spice,No Bid,-,-
2,Punjab,Spice,No Bid,-,-
2,Haryana,Spice,No Bid,-,-
2,Uttar Pradesh (East),Spice,No Bid,-,-
2,Uttar Pradesh (West),Spice,No Bid,-,-
2,Rajasthan,Spice,No Bid,-,-
2,Madhya Pradesh,Spice,No Bid,-,-
2,West Bengal,Spice,No Bid,-,-
2,Himachal Pradesh,Spice,No Bid,-,-
2,Bihar,Spice,No Bid,-,-
2,Orissa,Spice,No Bid,-,-
2,Assam,Spice,No Bid,-,-
2,North East,Spice,No Bid,-,-
2,Jammu & Kashmir,Spice,No Bid,-,-
2,Delhi,Tata,Bid,176,2
2,Mumbai,Tata,Bid,176,2
2,Kolkata,Tata,No Bid,-,-
2,Maharashtra,Tata,No Bid,-,-
2,Gujarat,Tata,No Bid,-,-
2,Andhra Pradesh,Tata,No Bid,-,-
2,Karnataka,Tata,No Bid,-,-
2,Tamil Nadu,Tata,No Bid,-,-
2,Kerala,Tata,No Bid,-,-
2,Punjab,Tata,Bid,66,2
2,Haryana,Tata,No Bid,-,-
2,Uttar Pradesh (East),Tata,Bid,63,2
2,Uttar Pradesh (West),Tata,Bid,63,2
2,Rajasthan,Tata,No Bid,-,-
2,Madhya Pradesh,Tata,No Bid,-,-
2,West Bengal,Tata,No Bid,-,-
2,Himachal Pradesh,Tata,No Bid,-,-
2,Bihar,Tata,No Bid,-,-
2,Orissa,Tata,No Bid,-,-
2,Assam,Tata,No Bid,-,-
2,North East,Tata,No Bid,-,-
2,Jammu & Kashmir,Tata,No Bid,-,-
2,Delhi,Tikona,No Bid,-,-
2,Mumbai,Tikona,No Bid,-,-
2,Kolkata,Tikona,Bid,-,-
2,Maharashtra,Tikona,No Bid,-,-
2,Gujarat,Tikona,No Bid,-,-
2,Andhra Pradesh,Tikona,Bid,-,-
2,Karnataka,Tikona,Bid,-,-
2,Tamil Nadu,Tikona,Bid,-,-
2,Kerala,Tikona,No Bid,-,-
2,Punjab,Tikona,Bid,-,-
2,Haryana,Tikona,No Bid,-,-
2,Uttar Pradesh (East),Tikona,No Bid,-,-
2,Uttar Pradesh (West),Tikona,Bid,-,-
2,Rajasthan,Tikona,No Bid,-,-
2,Madhya Pradesh,Tikona,Bid,60.6,2
2,West Bengal,Tikona,No Bid,60,2
2,Himachal Pradesh,Tikona,No Bid,-,-
2,Bihar,Tikona,No Bid,-,-
2,Orissa,Tikona,No Bid,-,-
2,Assam,Tikona,No Bid,-,-
2,North East,Tikona,No Bid,-,-
2,Jammu & Kashmir,Tikona,No Bid,-,-
2,Delhi,Vodafone,Bid,-,-
2,Mumbai,Vodafone,No Bid,-,-
2,Kolkata,Vodafone,No Bid,-,-
2,Maharashtra,Vodafone,No Bid,-,-
2,Gujarat,Vodafone,No Bid,-,-
2,Andhra Pradesh,Vodafone,No Bid,-,-
2,Karnataka,Vodafone,Bid,-,-
2,Tamil Nadu,Vodafone,No Bid,-,-
2,Kerala,Vodafone,No Bid,-,-
2,Punjab,Vodafone,No Bid,-,-
2,Haryana,Vodafone,No Bid,-,-
2,Uttar Pradesh (East),Vodafone,No Bid,-,-
2,Uttar Pradesh (West),Vodafone,No Bid,-,-
2,Rajasthan,Vodafone,No Bid,-,-
2,Madhya Pradesh,Vodafone,No Bid,-,-
2,West Bengal,Vodafone,No Bid,-,-
2,Himachal Pradesh,Vodafone,No Bid,-,-
2,Bihar,Vodafone,No Bid,-,-
2,Orissa,Vodafone,No Bid,-,-
2,Assam,Vodafone,No Bid,-,-
2,North East,Vodafone,No Bid,-,-
2,Jammu & Kashmir,Vodafone,No Bid,-,-
3,Delhi,Aircel,Bid,-,-
3,Mumbai,Aircel,Bid,-,-
3,Kolkata,Aircel,Bid,-,-
3,Maharashtra,Aircel,Bid,-,-
3,Gujarat,Aircel,Bid,-,-
3,Andhra Pradesh,Aircel,Bid,-,-
3,Karnataka,Aircel,Bid,-,-
3,Tamil Nadu,Aircel,Bid,-,-
3,Kerala,Aircel,Bid,-,-
3,Punjab,Aircel,Bid,-,-
3,Haryana,Aircel,No Bid,-,-
3,Uttar Pradesh (East),Aircel,No Bid,-,-
3,Uttar Pradesh (West),Aircel,No Bid,-,-
3,Rajasthan,Aircel,No Bid,-,-
3,Madhya Pradesh,Aircel,No Bid,-,-
3,West Bengal,Aircel,No Bid,-,-
3,Himachal Pradesh,Aircel,No Bid,-,-
3,Bihar,Aircel,No Bid,-,-
3,Orissa,Aircel,No Bid,-,-
3,Assam,Aircel,No Bid,-,-
3,North East,Aircel,No Bid,-,-
3,Jammu & Kashmir,Aircel,No Bid,-,-
3,Delhi,Augere,No Bid,-,-
3,Mumbai,Augere,No Bid,-,-
3,Kolkata,Augere,No Bid,-,-
3,Maharashtra,Augere,No Bid,-,-
3,Gujarat,Augere,No Bid,-,-
3,Andhra Pradesh,Augere,No Bid,-,-
3,Karnataka,Augere,No Bid,-,-
3,Tamil Nadu,Augere,No Bid,-,-
3,Kerala,Augere,No Bid,-,-
3,Punjab,Augere,No Bid,-,-
3,Haryana,Augere,No Bid,-,-
3,Uttar Pradesh (East),Augere,No Bid,-,-
3,Uttar Pradesh (West),Augere,No Bid,-,-
3,Rajasthan,Augere,No Bid,-,-
3,Madhya Pradesh,Augere,Bid,61.2,2
3,West Bengal,Augere,No Bid,-,-
3,Himachal Pradesh,Augere,No Bid,-,-
3,Bihar,Augere,No Bid,15,2
3,Orissa,Augere,No Bid,15,2
3,Assam,Augere,No Bid,-,-
3,North East,Augere,No Bid,-,-
3,Jammu & Kashmir,Augere,No Bid,-,-
3,Delhi,Bharti,Bid,-,-
3,Mumbai,Bharti,Bid,-,-
3,Kolkata,Bharti,No Bid,-,-
3,Maharashtra,Bharti,No Bid,-,-
3,Gujarat,Bharti,No Bid,-,-
3,Andhra Pradesh,Bharti,No Bid,-,-
3,Karnataka,Bharti,No Bid,-,-
3,Tamil Nadu,Bharti,No Bid,-,-
3,Kerala,Bharti,No Bid,-,-
3,Punjab,Bharti,Bid,72.6,2
3,Haryana,Bharti,No Bid,-,-
3,Uttar Pradesh (East),Bharti,Bid,63.63,2
3,Uttar Pradesh (West),Bharti,Bid,66.15,2
3,Rajasthan,Bharti,No Bid,-,-
3,Madhya Pradesh,Bharti,No Bid,-,-
3,West Bengal,Bharti,No Bid,-,-
3,Himachal Pradesh,Bharti,No Bid,-,-
3,Bihar,Bharti,No Bid,-,-
3,Orissa,Bharti,No Bid,-,-
3,Assam,Bharti,No Bid,-,-
3,North East,Bharti,No Bid,-,-
3,Jammu & Kashmir,Bharti,No Bid,-,-
3,Delhi,Idea,Bid,-,-
3,Mumbai,Idea,Bid,-,-
3,Kolkata,Idea,Bid,-,-
3,Maharashtra,Idea,Bid,-,-
3,Gujarat,Idea,No Bid,-,-
3,Andhra Pradesh,Idea,Bid,-,-
3,Karnataka,Idea,Bid,-,-
3,Tamil Nadu,Idea,Bid,-,-
3,Kerala,Idea,Bid,-,-
3,Punjab,Idea,Bid,-,-
3,Haryana,Idea,No Bid,-,-
3,Uttar Pradesh (East),Idea,Bid,-,-
3,Uttar Pradesh (West),Idea,Bid,-,-
3,Rajasthan,Idea,No Bid,-,-
3,Madhya Pradesh,Idea,No Bid,-,-
3,West Bengal,Idea,No Bid,-,-
3,Himachal Pradesh,Idea,No Bid,-,-
3,Bihar,Idea,No Bid,-,-
3,Orissa,Idea,No Bid,-,-
3,Assam,Idea,No Bid,-,-
3,North East,Idea,No Bid,-,-
3,Jammu & Kashmir,Idea,No Bid,-,-
3,Delhi,Infotel,Bid,193.6,1
3,Mumbai,Infotel,Bid,193.6,1
3,Kolkata,Infotel,Bid,72.6,1
3,Maharashtra,Infotel,Bid,193.6,1
3,Gujarat,Infotel,Bid,193.6,1
3,Andhra Pradesh,Infotel,Bid,193.6,1
3,Karnataka,Infotel,Bid,193.6,1
3,Tamil Nadu,Infotel,Bid,193.6,1
3,Kerala,Infotel,Bid,69.3,1
3,Punjab,Infotel,Bid,72.6,1
3,Haryana,Infotel,-,60,1
3,Uttar Pradesh (East),Infotel,Bid,63.63,1
3,Uttar Pradesh (West),Infotel,Bid,66.15,1
3,Rajasthan,Infotel,-,60,1
3,Madhya Pradesh,Infotel,Bid,61.2,1
3,West Bengal,Infotel,-,60.6,1
3,Himachal Pradesh,Infotel,-,15,1
3,Bihar,Infotel,-,15.15,1
3,Orissa,Infotel,-,15.15,1
3,Assam,Infotel,-,15,1
3,North East,Infotel,-,15,1
3,Jammu & Kashmir,Infotel,-,15,1
3,Delhi,Qualcomm,Bid,-,-
3,Mumbai,Qualcomm,Bid,-,-
3,Kolkata,Qualcomm,Bid,-,-
3,Maharashtra,Qualcomm,Bid,-,-
3,Gujarat,Qualcomm,Bid,-,-
3,Andhra Pradesh,Qualcomm,Bid,-,-
3,Karnataka,Qualcomm,Bid,-,-
3,Tamil Nadu,Qualcomm,Bid,-,-
3,Kerala,Qualcomm,No Bid,-,-
3,Punjab,Qualcomm,No Bid,-,-
3,Haryana,Qualcomm,No Bid,-,-
3,Uttar Pradesh (East),Qualcomm,No Bid,-,-
3,Uttar Pradesh (West),Qualcomm,No Bid,-,-
3,Rajasthan,Qualcomm,No Bid,-,-
3,Madhya Pradesh,Qualcomm,No Bid,-,-
3,West Bengal,Qualcomm,No Bid,-,-
3,Himachal Pradesh,Qualcomm,No Bid,-,-
3,Bihar,Qualcomm,No Bid,-,-
3,Orissa,Qualcomm,No Bid,-,-
3,Assam,Qualcomm,No Bid,-,-
3,North East,Qualcomm,No Bid,-,-
