Clock_Round,Service_Area,Bidder,bid_decision,prov_win_bid,prov_rank
2,Himachal Pradesh,Etisalat,No Bid,-,-
2,Bihar,Etisalat,No Bid,30.00,3
2,Orissa,Etisalat,No Bid,-,-
2,Assam,Etisalat,No Bid,-,-
2,North East,Etisalat,No Bid,-,-
2,Jammu & Kashmir,Etisalat,No Bid,-,-
2,Delhi,Idea,Bid,352.00,2
2,Mumbai,Idea,Bid,352.00,2
2,Maharashtra,Idea,No Bid,-,-
2,Gujarat,Idea,Bid,352.00,2
2,Andhra Pradesh,Idea,Bid,352.00,2
2,Karnataka,Idea,Bid,352.00,2
2,Tamil Nadu,Idea,Bid,352.00,2
2,Kolkata,Idea,No Bid,-,-
2,Kerala,Idea,No Bid,-,-
2,Punjab,Idea,No Bid,120.00,4
2,Haryana,Idea,Bid,132.00,1
2,Uttar Pradesh (East),Idea,Bid,132.00,1
2,Uttar Pradesh (West),Idea,No Bid,-,-
2,Rajasthan,Idea,No Bid,-,-
2,Madhya Pradesh,Idea,No Bid,-,-
2,West Bengal,Idea,No Bid,120.00,1
2,Himachal Pradesh,Idea,No Bid,30.00,2
2,Bihar,Idea,No Bid,30.00,4
2,Orissa,Idea,No Bid,-,-
2,Assam,Idea,No Bid,-,-
2,North East,Idea,No Bid,-,-
2,Jammu & Kashmir,Idea,No Bid,-,-
2,Delhi,Reliance,No Bid,-,-
2,Mumbai,Reliance,No Bid,-,-
2,Maharashtra,Reliance,Bid,352.00,3
2,Gujarat,Reliance,Bid,-,-
2,Andhra Pradesh,Reliance,Bid,352.00,3
2,Karnataka,Reliance,Bid,-,-
2,Tamil Nadu,Reliance,Bid,-,-
2,Kolkata,Reliance,Bid,132.00,3
2,Kerala,Reliance,Bid,132.00,3
2,Punjab,Reliance,No Bid,-,-
2,Haryana,Reliance,Bid,132.00,3
2,Uttar Pradesh (East),Reliance,Bid,132.00,3
2,Uttar Pradesh (West),Reliance,Bid,132.00,3
2,Rajasthan,Reliance,Bid,126.00,2
2,Madhya Pradesh,Reliance,Bid,126.00,2
2,West Bengal,Reliance,No Bid,120.00,3
2,Himachal Pradesh,Reliance,No Bid,30.00,4
2,Bihar,Reliance,No Bid,-,-
2,Orissa,Reliance,Bid,30.00,2
2,Assam,Reliance,No Bid,-,-
2,North East,Reliance,No Bid,-,-
2,Jammu & Kashmir,Reliance,No Bid,30.00,3
2,Delhi,STel,No Bid,-,-
2,Mumbai,STel,No Bid,-,-
2,Maharashtra,STel,No Bid,-,-
2,Gujarat,STel,No Bid,-,-
2,Andhra Pradesh,STel,No Bid,-,-
2,Karnataka,STel,No Bid,-,-
2,Tamil Nadu,STel,No Bid,-,-
2,Kolkata,STel,No Bid,-,-
2,Kerala,STel,No Bid,-,-
2,Punjab,STel,No Bid,-,-
2,Haryana,STel,No Bid,-,-
2,Uttar Pradesh (East),STel,No Bid,-,-
2,Uttar Pradesh (West),STel,No Bid,-,-
2,Rajasthan,STel,No Bid,-,-
2,Madhya Pradesh,STel,No Bid,-,-
2,West Bengal,STel,No Bid,-,-
2,Himachal Pradesh,STel,Bid,30.30,1
2,Bihar,STel,Bid,31.50,1
2,Orissa,STel,-,30.00,1
2,Assam,STel,-,30.00,2
2,North East,STel,Bid,30.30,1
2,Jammu & Kashmir,STel,No Bid,-,-
2,Delhi,Tata,No Bid,320.00,3
2,Mumbai,Tata,No Bid,-,-
2,Maharashtra,Tata,No Bid,-,-
2,Gujarat,Tata,No Bid,-,-
2,Andhra Pradesh,Tata,No Bid,-,-
2,Karnataka,Tata,No Bid,-,-
2,Tamil Nadu,Tata,No Bid,-,-
2,Kolkata,Tata,No Bid,-,-
2,Kerala,Tata,No Bid,-,-
2,Punjab,Tata,No Bid,120.00,2
2,Haryana,Tata,No Bid,-,-
2,Uttar Pradesh (East),Tata,No Bid,-,-
2,Uttar Pradesh (West),Tata,No Bid,-,-
2,Rajasthan,Tata,No Bid,120.00,3
2,Madhya Pradesh,Tata,No Bid,120.00,3
2,West Bengal,Tata,No Bid,-,-
2,Himachal Pradesh,Tata,No Bid,-,-
2,Bihar,Tata,No Bid,30.00,2
2,Orissa,Tata,No Bid,-,-
2,Assam,Tata,No Bid,-,-
2,North East,Tata,No Bid,-,-
2,Jammu & Kashmir,Tata,No Bid,30.00,1
2,Delhi,Videocon,No Bid,-,-
2,Mumbai,Videocon,No Bid,-,-
2,Maharashtra,Videocon,No Bid,-,-
2,Gujarat,Videocon,No Bid,-,-
2,Andhra Pradesh,Videocon,No Bid,-,-
2,Karnataka,Videocon,No Bid,-,-
2,Tamil Nadu,Videocon,No Bid,-,-
2,Kolkata,Videocon,No Bid,-,-
2,Kerala,Videocon,No Bid,-,-
2,Punjab,Videocon,No Bid,-,-
2,Haryana,Videocon,No Bid,-,-
2,Uttar Pradesh (East),Videocon,No Bid,-,-
2,Uttar Pradesh (West),Videocon,Bid,-,-
2,Rajasthan,Videocon,No Bid,-,-
2,Madhya Pradesh,Videocon,No Bid,-,-
2,West Bengal,Videocon,No Bid,-,-
2,Himachal Pradesh,Videocon,No Bid,-,-
2,Bihar,Videocon,No Bid,-,-
2,Orissa,Videocon,No Bid,-,-
2,Assam,Videocon,No Bid,-,-
2,North East,Videocon,No Bid,-,-
2,Jammu & Kashmir,Videocon,No Bid,-,-
2,Delhi,Vodafone,No Bid,-,-
2,Mumbai,Vodafone,No Bid,-,-
2,Maharashtra,Vodafone,No Bid,-,-
2,Gujarat,Vodafone,No Bid,-,-
2,Andhra Pradesh,Vodafone,No Bid,-,-
2,Karnataka,Vodafone,No Bid,-,-
2,Tamil Nadu,Vodafone,No Bid,-,-
2,Kolkata,Vodafone,No Bid,-,-
2,Kerala,Vodafone,No Bid,-,-
2,Punjab,Vodafone,No Bid,-,-
2,Haryana,Vodafone,No Bid,-,-
2,Uttar Pradesh (East),Vodafone,No Bid,-,-
2,Uttar Pradesh (West),Vodafone,No Bid,-,-
2,Rajasthan,Vodafone,No Bid,-,-
2,Madhya Pradesh,Vodafone,No Bid,-,-
2,West Bengal,Vodafone,No Bid,-,-
2,Himachal Pradesh,Vodafone,No Bid,-,-
2,Bihar,Vodafone,No Bid,-,-
2,Orissa,Vodafone,No Bid,-,-
2,Assam,Vodafone,No Bid,-,-
2,North East,Vodafone,No Bid,-,-
2,Jammu & Kashmir,Vodafone,No Bid,-,-
3,Delhi,Aircel,-,352.00,1
3,Mumbai,Aircel,Bid,355.52,3
3,Maharashtra,Aircel,Bid,355.52,3
3,Gujarat,Aircel,Bid,355.52,2
3,Andhra Pradesh,Aircel,No Bid,-,-
3,Karnataka,Aircel,No Bid,-,-
3,Tamil Nadu,Aircel,No Bid,-,-
3,Kolkata,Aircel,No Bid,-,-
3,Kerala,Aircel,No Bid,132.00,3
3,Punjab,Aircel,No Bid,-,-
3,Haryana,Aircel,No Bid,-,-
3,Uttar Pradesh (East),Aircel,No Bid,-,-
3,Uttar Pradesh (West),Aircel,No Bid,-,-
3,Rajasthan,Aircel,No Bid,-,-
3,Madhya Pradesh,Aircel,No Bid,-,-
3,West Bengal,Aircel,No Bid,120.00,3
3,Himachal Pradesh,Aircel,No Bid,-,-
3,Bihar,Aircel,Bid,31.50,3
3,Orissa,Aircel,No Bid,-,-
3,Assam,Aircel,No Bid,-,-
3,North East,Aircel,No Bid,30.00,2
3,Jammu & Kashmir,Aircel,No Bid,30.00,2
3,Delhi,Bharti,Bid,352.00,3
3,Mumbai,Bharti,No Bid,-,-
3,Maharashtra,Bharti,No Bid,-,-
3,Gujarat,Bharti,No Bid,-,-
3,Andhra Pradesh,Bharti,No Bid,-,-
3,Karnataka,Bharti,No Bid,-,-
3,Tamil Nadu,Bharti,No Bid,-,-
3,Kolkata,Bharti,No Bid,-,-
3,Kerala,Bharti,No Bid,-,-
3,Punjab,Bharti,-,121.20,1
3,Haryana,Bharti,No Bid,-,-
3,Uttar Pradesh (East),Bharti,No Bid,-,-
3,Uttar Pradesh (West),Bharti,No Bid,-,-
3,Rajasthan,Bharti,-,126.00,1
3,Madhya Pradesh,Bharti,-,126.00,1
3,West Bengal,Bharti,No Bid,-,-
3,Himachal Pradesh,Bharti,No Bid,30.00,3
3,Bihar,Bharti,Bid,31.50,2
3,Orissa,Bharti,Bid,30.00,3
3,Assam,Bharti,-,30.00,1
3,North East,Bharti,No Bid,30.00,3
3,Jammu & Kashmir,Bharti,No Bid,30.00,4
3,Delhi,Etisalat,No Bid,-,-
3,Mumbai,Etisalat,Bid,-,-
3,Maharashtra,Etisalat,Bid,-,-
3,Gujarat,Etisalat,Bid,-,-
3,Andhra Pradesh,Etisalat,Bid,355.52,3
3,Karnataka,Etisalat,Bid,-,-
3,Tamil Nadu,Etisalat,Bid,-,-
3,Kolkata,Etisalat,No Bid,-,-
3,Kerala,Etisalat,No Bid,-,-
3,Punjab,Etisalat,No Bid,120.00,4
3,Haryana,Etisalat,No Bid,-,-
3,Uttar Pradesh (East),Etisalat,Bid,133.32,3
3,Uttar Pradesh (West),Etisalat,Bid,133.32,3
3,Rajasthan,Etisalat,Bid,-,-
3,Madhya Pradesh,Etisalat,Bid,-,-
3,West Bengal,Etisalat,No Bid,-,-
3,Himachal Pradesh,Etisalat,No Bid,-,-
3,Bihar,Etisalat,No Bid,-,-
3,Orissa,Etisalat,No Bid,-,-
3,Assam,Etisalat,No Bid,-,-
3,North East,Etisalat,No Bid,-,-
3,Jammu & Kashmir,Etisalat,No Bid,-,-
3,Delhi,Idea,-,352.00,2
3,Mumbai,Idea,No Bid,-,-
3,Maharashtra,Idea,No Bid,-,-
3,Gujarat,Idea,No Bid,-,-
3,Andhra Pradesh,Idea,No Bid,-,-
3,Karnataka,Idea,No Bid,-,-
3,Tamil Nadu,Idea,No Bid,-,-
3,Kolkata,Idea,Bid,133.32,3
3,Kerala,Idea,No Bid,-,-
3,Punjab,Idea,No Bid,-,-
3,Haryana,Idea,No Bid,132.00,3
3,Uttar Pradesh (East),Idea,No Bid,-,-
3,Uttar Pradesh (West),Idea,No Bid,-,-
3,Rajasthan,Idea,Bid,-,-
3,Madhya Pradesh,Idea,Bid,-,-
3,West Bengal,Idea,No Bid,120.00,2
3,Himachal Pradesh,Idea,No Bid,30.00,2
3,Bihar,Idea,No Bid,-,-
3,Orissa,Idea,No Bid,-,-
3,Assam,Idea,No Bid,-,-
3,North East,Idea,No Bid,-,-
3,Jammu & Kashmir,Idea,No Bid,-,-
3,Delhi,Reliance,No Bid,-,-
3,Mumbai,Reliance,No Bid,-,-
3,Maharashtra,Reliance,No Bid,-,-
3,Gujarat,Reliance,Bid,355.52,3
3,Andhra Pradesh,Reliance,No Bid,-,-
3,Karnataka,Reliance,Bid,355.52,3
3,Tamil Nadu,Reliance,Bid,355.52,3
3,Kolkata,Reliance,No Bid,-,-
3,Kerala,Reliance,No Bid,-,-
3,Punjab,Reliance,Bid,121.20,2
3,Haryana,Reliance,No Bid,-,-
3,Uttar Pradesh (East),Reliance,No Bid,-,-
3,Uttar Pradesh (West),Reliance,No Bid,-,-
3,Rajasthan,Reliance,-,126.00,2
3,Madhya Pradesh,Reliance,-,126.00,2
3,West Bengal,Reliance,No Bid,120.00,4
3,Himachal Pradesh,Reliance,No Bid,30.00,4
3,Bihar,Reliance,No Bid,-,-
3,Orissa,Reliance,-,30.00,2
3,Assam,Reliance,Bid,30.00,3
3,North East,Reliance,No Bid,-,-
3,Jammu & Kashmir,Reliance,No Bid,30.00,3
3,Delhi,STel,No Bid,-,-
3,Mumbai,STel,No Bid,-,-
3,Maharashtra,STel,No Bid,-,-
3,Gujarat,STel,No Bid,-,-
3,Andhra Pradesh,STel,No Bid,-,-
3,Karnataka,STel,No Bid,-,-
3,Tamil Nadu,STel,No Bid,-,-
3,Kolkata,STel,No Bid,-,-
3,Kerala,STel,No Bid,-,-
3,Punjab,STel,No Bid,-,-
3,Haryana,STel,No Bid,-,-
3,Uttar Pradesh (East),STel,No Bid,-,-
3,Uttar Pradesh (West),STel,No Bid,-,-
3,Rajasthan,STel,No Bid,-,-
3,Madhya Pradesh,STel,No Bid,-,-
3,West Bengal,STel,No Bid,-,-
3,Himachal Pradesh,STel,-,30.30,1
3,Bihar,STel,-,31.50,1
3,Orissa,STel,-,30.00,1
3,Assam,STel,-,30.00,2
3,North East,STel,-,30.30,1
3,Jammu & Kashmir,STel,No Bid,-,-
3,Delhi,Tata,No Bid,-,-
3,Mumbai,Tata,Bid,355.52,1
3,Maharashtra,Tata,Bid,355.52,1
3,Gujarat,Tata,Bid,355.52,1
3,Andhra Pradesh,Tata,Bid,355.52,1
3,Karnataka,Tata,Bid,355.52,1
3,Tamil Nadu,Tata,Bid,355.52,1
3,Kolkata,Tata,Bid,133.32,1
3,Kerala,Tata,Bid,133.32,1
3,Punjab,Tata,No Bid,120.00,3
3,Haryana,Tata,Bid,133.32,1
3,Uttar Pradesh (East),Tata,Bid,133.32,1
3,Uttar Pradesh (West),Tata,Bid,133.32,1
3,Rajasthan,Tata,No Bid,-,-
3,Madhya Pradesh,Tata,No Bid,-,-
3,West Bengal,Tata,No Bid,-,-
3,Himachal Pradesh,Tata,No Bid,-,-
3,Bihar,Tata,No Bid,30.00,4
3,Orissa,Tata,No Bid,-,-
3,Assam,Tata,No Bid,-,-
3,North East,Tata,No Bid,-,-
3,Jammu & Kashmir,Tata,No Bid,30.00,1
3,Delhi,Videocon,No Bid,-,-
3,Mumbai,Videocon,No Bid,-,-
3,Maharashtra,Videocon,No Bid,-,-
3,Gujarat,Videocon,No Bid,-,-
3,Andhra Pradesh,Videocon,No Bid,-,-
3,Karnataka,Videocon,No Bid,-,-
3,Tamil Nadu,Videocon,No Bid,-,-
3,Kolkata,Videocon,No Bid,-,-
3,Kerala,Videocon,No Bid,-,-
3,Punjab,Videocon,No Bid,-,-
3,Haryana,Videocon,No Bid,-,-
3,Uttar Pradesh (East),Videocon,No Bid,-,-
3,Uttar Pradesh (West),Videocon,No Bid,-,-
3,Rajasthan,Videocon,No Bid,-,-
3,Madhya Pradesh,Videocon,No Bid,-,-
3,West Bengal,Videocon,No Bid,-,-
3,Himachal Pradesh,Videocon,No Bid,-,-
3,Bihar,Videocon,No Bid,-,-
3,Orissa,Videocon,No Bid,-,-
3,Assam,Videocon,No Bid,-,-
3,North East,Videocon,No Bid,-,-
3,Jammu & Kashmir,Videocon,No Bid,-,-
3,Delhi,Vodafone,Bid,-,-
3,Mumbai,Vodafone,Bid,355.52,2
3,Maharashtra,Vodafone,Bid,355.52,2
3,Gujarat,Vodafone,No Bid,-,-
3,Andhra Pradesh,Vodafone,Bid,355.52,2
3,Karnataka,Vodafone,Bid,355.52,2
3,Tamil Nadu,Vodafone,Bid,355.52,2
3,Kolkata,Vodafone,Bid,133.32,2
3,Kerala,Vodafone,Bid,133.32,2
3,Punjab,Vodafone,No Bid,-,-
3,Haryana,Vodafone,Bid,133.32,2
3,Uttar Pradesh (East),Vodafone,Bid,133.32,2
3,Uttar Pradesh (West),Vodafone,Bid,133.32,2
3,Rajasthan,Vodafone,Bid,126.00,3
3,Madhya Pradesh,Vodafone,Bid,126.00,3
3,West Bengal,Vodafone,Bid,121.20,1
3,Himachal Pradesh,Vodafone,No Bid,-,-
3,Bihar,Vodafone,No Bid,-,-
3,Orissa,Vodafone,No Bid,-,-
3,Assam,Vodafone,No Bid,-,-
3,North East,Vodafone,No Bid,-,-
3,Jammu & Kashmir,Vodafone,No Bid,-,-
4,Delhi,Aircel,Bid,355.52,3
4,Mumbai,Aircel,Bid,359.07,1
4,Maharashtra,Aircel,Bid,359.07,2
4,Gujarat,Aircel,Bid,359.07,2
4,Andhra Pradesh,Aircel,Bid,359.07,2
4,Karnataka,Aircel,Bid,359.07,2
4,Tamil Nadu,Aircel,Bid,359.07,2
4,Kolkata,Aircel,Bid,134.65,2
4,Kerala,Aircel,No Bid,-,-
